Nama,Tanggal,Rating,comment
Naufal Al syakib,25 Oktober 2020,5,Tiktok ini sangat bagus Awal saya kasih bintang 2 tapi beberapa bulan kemudian saya sudah tertarik dengan tiktok ini makasih ya sebelum 
Pengguna Google,3 Mei 2018,1,jelek banget
alif utama sasongko,4 Juni 2018,1,aplikasi tolol
Pengguna Google,6 Agustus 2018,5,tiktok kok di blokir
Salsabila Azzahra,27 Juni 2020,5,Sangat bagus
Alby Tsanialfachri,7 Oktober 2020,5,Seru baget
Ik1 gaming,1 Juni 2019,5,mantap kali
Pengguna Google,25 Mei 2020,1,Kenapa suka keluar sendiri
Maria77 Mt,#############,5,Mantap menghibur
gonzales hilton,4 Agustus 2020,5,Sangat bagus
Pengguna Google,17 Juli 2018,5,Aplikasi yang keren
Pengguna Google,6 Oktober 2018,5,Good
FF. FATT,2 Januari 2021,5,aplikasi  jelek tapi bohong
agitha channel,#############,5,"Hai my name i's Sabrina anatasya for Indonesia oke,jadi aku  suka banget tiktok ini karena aku selalu bikin konten tiktok  follow tiktok nama agitha and asyifaku ya oke godd bye asalamualaikum"
Valentino Nio,3 Mei 2020,5,Seneng banget sama aplikasi tiktok jadi hiburan keluarga😇
Pengguna Google,10 Juni 2018,5,Lucu banget
Mega Baby,#############,1,Jelek
Muhammad If Ra,26 Juli 2020,5,Dear TikTok.saya muhammad rhobit memberikan bintang lima kepada aplikasi ini semoga anda bisa terus membuat saya man dan senang bermain aplikasi ini. Terimakasih😍
Pengguna Google,16 Juli 2019,5,"keajaiban tiktok,, ""hati sedih jadi bahagia "" "" dapat pacar baru"" ""jadi selingkuhan 🤣"" "" bak teman "" "" tambah kreatif "" "" bak orang gila baru"
anisa Chanel,31 Mei 2020,5,Aplikasi bagus banget
Pengguna Google,5 Maret 2019,5,luar biasa
dila sri,21 Januari 2021,1,Jelek banget
AFGAN_GAMER INDO,#############,5,Saya senang karena ada tiktok Buat mengibur semua
Farah nella Oristya fanni,29 Mei 2020,5,aplikasi ini sangat bagus dan dapat menghibur semua
Pengguna Google,23 Juni 2018,5,Assalamuallaikum saya suka dengan aplikasi tiktok ini.
My Oficial Youtube,#############,5,Aku suka sekali
Qisdah Chanel,23 Juli 2020,5,The Best😍
Nabila Dinda,13 Mei 2018,5,Sangat menghibur
Carin,8 Juli 2020,5,Bagus banget
Dilah Dafin Dafin,19 Januari 2018,5,Keren
Recka Azhari,#############,2,"Di tiktok shop saya tidak bisa buka keranjang kuning, jadi tidak bisa milih"" barang yang ingin dibeli, itu kenapa ya ? Minta tolong di cek Terimakasih"
bandung berniaga,18 Juni 2020,5,tiktok asik banget loh
Amira Ira,7 Maret 2020,5,Bagus
Vito Jaya,#############,5,Mantap
Valen Tino,12 Maret 2018,5,Seru tiktok
Pengguna Google,24 Maret 2019,5,aku sangat suka dengan tiktok
Paijo Paijo,#############,5,Mantap bila dapat bintang ini
Nadia permata,9 April 2020,5,Oke
RONNY NATION,26 Juni 2020,5,sangat bagus
dedi.hairani Hairani,6 Januari 2019,5,aplikasi tiktok sangat bagus...seru  pokok.. tidak membosankan
Gugun Gunawan,17 Mei 2020,5,Tiktok bagus banget☺
Pengguna Google,9 Mei 2018,5,Aku suka dengan tiktok
Iqram 2005,28 April 2020,5,Bagus
jeon jihan,21 April 2019,5,terta tiktok memberi saya inspirasi bagus tiktok
Turok Mato,8 Juli 2019,5,kalian harus download bagi yang belum pasti nyesel
arab pulsa,7 Mei 2020,5,sangat bagus
Sausan NK,#############,2,Aku sudah 19 tahun tapi video aku disuruh hapus gara - gara belum memenuhi syarat wtf
Nazier Putra,#############,5,Nice aplikasi
Pengguna Google,7 Juni 2018,5,pokok bagus
Yusril Arfan,#############,2,Tolong perbaiki troli belanja. Tidak bisa terbuka dan selalu memuat...
Kama ruddin,11 Januari 2021,5,Mantap
Asyifa Libralia,#############,5,Anak tiktokk check
armin freder,#############,5,Puas
Gass Famzz,19 Maret 2020,5,Keren
Yoni Puspalingga,17 Maret 2020,5,sangat bagus
Ahmad Yahya,16 April 2020,5,Saya suka aplikasi ini👍
Eka Lufia,#############,5,Good🖤
Anang Sandi,#############,5,Keren
Alfino Azriel,#############,2,Aku pencet malah akun ku hilang tolong di perbaiki yah
Sifa Hafiza,#############,2,Saya kasih bintang 2 karena saya tidak suka banget sama tiktok
Malika Febrianti,27 Oktober 2019,5,Good
Mazaya Ayi,#############,2,Aplikasi jelek
Fahkrul Rozi,#############,5,tiktok 👍
siskah 305,12 Oktober 2019,5,Tiktok teman saya yang selalu ada untuk saya ketika bosan saya juga sudah mempui followers yang cukup bak terimakasih tiktok
Afiat Ashari,13 Mei 2018,5,Aku suka banget
Alvian Burhan,#############,2,Aplikasi Jelek
Pengguna Google,3 Juli 2018,5,Bagus sekali
Pengguna Google,26 Mei 2018,5,Game yang enak banget
Wulandari Marsya,#############,5,Saya sangat suka
conan defi,#############,2,tolong benerin TikTok  dong aku mau buat video
Pengguna Google,#############,5,Transisi sama slow motion aku jadi keren 👌👌🤘🤘😇
Yully Veronica,#############,5,Mendapatkan sesuatu yang Baru jadi hiburan di jam kosong
Dewi penyebrangan tabanggele Yanti,4 Juli 2020,5,Mantap
Emmank Emmank,14 Juni 2020,5,aplikasi ya bagus banget
amudin pancenoye,#############,5,Aplikasi ini bagus sekali
Ambar Wati,13 April 2019,5,tiktok  bagus sampai aku kasih bintang 5
HACKER Berbahaya,23 Juni 2020,5,Berkerja
Muh Taufiq,28 April 2019,5,bagus banget ya
jesita damanik,#############,5,Iya
Ari Wahyudi,#############,5,sangat bagus
Sefti Febrianti,21 Mei 2020,5,Spektakuler
Pengguna Google,#############,2,Bak kemaksiatan (tapi tergantung pengguna)
stori wa,21 Juli 2020,1,tolol
Nacha Aja,6 Oktober 2020,5,Saya kasih bintang 5 kalau tidak bagus tidak akan saya kasih lagi bintang 5
Fitriani Amandari,#############,5,aplikasi  bagus bnget
Doyan Kuliner,16 Oktober 2021,2,Aplikasi buruk sekali menghabiskan kouta saya
Muhammad Izzu,10 Juli 2020,5,Seru banget tiktok  bikin happy😄😄
harem rahat,#############,5,Bagus
azril safrili,#############,1,tiktok tidak jelas
Khanaya Salshabilla,#############,5,"Suka, ada hiburan. Ada pengetahuan dan ada bak hal baru yang aku lihat di aplikasi ini😇"
Winda Winda,11 Januari 2021,5,Jangan Ada Yang download Aplikasi Ini Aplikasi Ini jelek banget tapi bohong
Airlangga Arya,#############,2,Isi makhluk yang lebih bodoh daripada monyet
min haj,7 Agustus 2020,5,Bagus. Sekali
jeenie,13 Januari 2021,1,Tidak bagus
Adam Putra Syahranu,#############,1,"Akhir akhir ini kenapa tiktok sangat lemot sekali, kondisi sil bagus dan sudah update, saat play video lag"
Michelle Adi,19 Maret 2020,5,Saya senang karena dapat melihat video video keren
Pengguna Google,6 Juli 2018,5,Aplikasi ini bagus
Justiani Juan,#############,5,saya suka aplikasi ini
Wendy,31 Oktober 2020,5,aplikasi Ya bagus😍😜
Zulfa fawwazcraft Zulfa,#############,5,"Saya Zulfa anggraini memberikan bintang lima ke aplikasi ini, semoga saya man, senang, bermanfaat buat saya saat menggunakan aplikasi ini. Terimkasih"
Anto Indramayu,26 April 2018,5,Saya senang sekali
Aan Tlajung,10 April 2020,5,Iove
Khulatul Lutfiyah,#############,5,Aku sudah tahu kalau aku sudah suka dengan tiktok
Nurul Nurizki,#############,2,lag terus aplikasi  tidak bisa di buka
Pengguna Google,21 Maret 2018,5,nice
Andi rini A.syahrini,#############,5,Assalamu'alaikum nama saya andi rini aku kasi bintang lima karna aku suka tiktok
Saka Saka,7 Agustus 2021,1,"Aplikasi lawak, saya baru saja lihat YouTube aplikasi penghasil uang ketemu ""tiktok"" kata legit, membayar, no scam. Ketaan  TIDAK saya baru download pakai link dan daftar suruh masukin kode dapat Rp 7000 tidak bisa2 malah di bilang penipuan kontrol, maksud  gimana saya aja main tiktok tidak pernah sama sekali, masa tidak bisa masukin kode, APLIKASI ANEH SCAM CUMA MAU BAKIN PENGGUNA DOANG TAPI DENGAN CARA NIPU, Dengan video / konten2 yang di dalam fulgar semua. TOLOL"
Anak Epep,7 Agustus 2021,1,aplikasi tidak jelas terkadang ada konten penipuan
Uus Simala,7 Agustus 2021,1,Saldo 2jt aku selalu gagal buat di tarik.. Hp xiomi ku dah ga bisa masukin referal dan nonton video lagi ... Makin kesini makin susah ... Group penghasil uang tiktok bubar ... Mohon kembalikan seperti dulu ...
Ensiklopedia Musik,8 Agustus 2021,1,"HALO , gimana pihak tiktok, masak mau penarikan saldo Tidak juga masuk dari kemarin padahal Saya lagi butuh banget, Tolong dong kejelasan, Susah payah undang orang, tapi giliran mau penarikn saldo tidak masuk2 tolong perbaiki lagi, supaya pengguna tidak kapok, Cuma nonton orang joget enggak jelas kenapa Lebih tertarik dengan hasil iming2 dari tiktok kalau masih tetep seperti ini yaaa lihat saja si enggak bakalan lama lagi aplikasi"
Lisa maiyuli8,7 Agustus 2021,1,"Tolong ya video giveaway atau bagi2 uang di blokir aja ,makin bak aja orang yang jadi pengemis, sama komentar dihilangkan aja biar enggak ada netizen yang jahat komen  biar enggak bikin malu sama tulisan busuk netizen, demi nama baik di Indonesia"
Ayu oktavia Ningrum,7 Agustus 2021,1,"kalau emang aku ada tidak tertarik sama tagar di konten orang, ya jangan dimasukin lagi. aku sudah blok orang yang pake tagar itu. tapi kenapa yang lain masuk? tiktok kenapa sih? aku tidak suka kapal itu ya jangan dimasukin lagi ke fyp."
Ag Motor,27 Juli 2021,1,Aplikasi buruk sama tidakseru Apa lihat lihat sudah di bilang aplikasi  buruk sama tidak seru
Darius Harasi,6 Agustus 2021,1,"Makin lama tiktok makin kayak sampah, apaan masukin kode tidak bisa, gagal mulu, keluar penipuan mulu, emang nipu darimana Malah sekarang masukin kode tidak bisa hilang Kan lumayan uang 7000 buat nambah"
Muhammad Rizki,18 Juli 2021,1,"Bismillah.. Jangan Download aplikasi ini.., jika kamu tidak bisa mengontrol dirimu. Di aplikasi ini, bak konten konten negatif. Ketahuilah Setiap Raja mempui larangan, dan larangan Allah adalah, hal hal yang diharamkan . Awal awal tidak dosa, tapi lama kelamaan mendekati dosa. Tambah lama menjadi dosa jariyah"
Park Jimin,7 Agustus 2021,1,Hei kalau bikin aplikasi yang bener ini enggak. Kalian  ya dari pihak tiktok seharus harus Lebih memuaskan para pelanggan kalian kalian  juga harus selalu berpartisipasi supaya kalian terus maju. Coba lihat likee mereka selalu saja meningkatkan terus aplikasi mereka supaya para tamu para tamu di laci itu menjadi lebih man Kalian juga harus tingkatkan juga dong supaya para tamu juga man dengan aplikasi tiktok ha ini saja wassalamualaikum warahmatullahi wabaraka bye see you
Eita Xaviera,15 Juli 2021,1,"Tiktok kenapa? Hadiah undang teman kenapa ""tidak dapat memproses""? Juga, kenapa misi menonton video saya hilang? Kenapa cuma ada misi undang teman? Dipikir saya mudahkah cari pengguna baru? Susah buat orang yang tidak terkenal kaya saya . Misi nonton video balikin lah, dikit"" juga lumayan walaupun cuman 7000 point sehari"
TIS YANA,7 Agustus 2021,1,"Maaf admin yang terhormat, kenapa sekarang susah memasukan kode undangan? Jangan di persulit biar pengguna tiktok semakin bak, kalah bersaing seperti SNACK VIDEO"
Dian Mardiana,5 Agustus 2021,1,"Nyesel banget sudah instal aplikasi ini. Cuma ngabisin kuota. Iming"" ada event undang temen tapi masukin kode aja susah error trus. Aplikasi penipu."
nira lailatulisa,4 Agustus 2021,1,Please dong pulihkan akun aku Kasih aku satu kesempatan buat hapus2 video ditiktok aku.. tidak tahu kenapa akun tiba2 diblokir tidak jelas banget si aplikasi. akun ku juga digembok padahal.. pulihkan dulu baru aku kasih bintang 5 Awas aja data2 ku disalahgunakan
Rizky Okta,7 Agustus 2021,1,"Untuk aplikasi ini, Saya baru beli coin 350 tapi tidak masuk coin , Untuk aplikasi Tiktok tolong perbaiki lagi untuk pembelian coin , Kami telah rugi 75k"
Dani Yati,31 Juli 2021,1,Bagus banget TAPI bohong aplikasi INI JELEK KARENA BAK KAUM PEREMPUAN YANG MENYEBAR AURAT YANG HARUS DITUTUP
kurnia cwantwix,15 Juli 2021,1,"Dulu saya sepakat anak saya aktif di tiktok, anak bisa mengembangkan bakat dan imajinasi disini. Tapi sekarang, rasa ingin saya hapus aja aplikasi. Sama sekali tidak pantas untuk semua kalangan. Bak konten porno. sudah saya laporkan, tapi tanggapan malah ""tidak melanggar panduan komunitas kami"". Tanggapan macam apa itu.. sudah jelas2 konten yang saya laporkan itu porno semua. Harap ditinjau ulang. Saya berharap semua konten porno di banned, biar kami selaku orangtua man ketika anak2 kami bermain tiktok"
Percoken Indra,5 Agustus 2021,1,"Tidak jelas system panduan komunitas, kata tidak boleh upload yang berbaur kejahatan, kekerasan dan konten sexsual. Tapi bak  yang masih bak konten yang menonjolkan alat vital masih aman2 aja. kok tidak dihapus, saya yang upload video biasa2 aja di hapus dan dibanned kontol. Konsisten dong kalo bikin peraturan jangan setengah2. Payah 👎 tajam kebawah tumpul ke atas."
HARDI ARDIANSYAH,25 Juli 2021,1,Admin TikTok yang SANGAT tidak kompeten saya rasa. kerjaan  nge Blokir akun akun yang dilaporin pihak tertentu dengan alasan melanggar panduan ... harus admin TikTok bisa membedakan mana konten yang melanggar mana konten yang tidak disukai karena selera orang... karna dilapangan bak sekali konten yang sama malah tidak di blokir? malah menurut saya jauh lebih fullguard ???? semoga admin tiktok BACA
Iklas Sabar,6 Agustus 2021,1,"Jangan tergoda dengan bonus itu semua ha 0 besar alias bohong. Event nonton video, cek in, masukin kode undangan semua pada tidak bisa. Mereka cuman mengambil keuntungan dari kita ketika download aplikasi di playstore"
Sadam Yusron,6 Agustus 2021,1,"Aplikasi penipu iming iming ada event ngundang temen,, dapat hadiah,, tapi ta  pas mau ngundang,, malah ada bacaan error tidak lolos.. Tolong buat pihak playstore ditindak."
Nissan Skyline,#############,2,Ngelapor pornografi tapi tidak mempan
