Nama,Tanggal,Rating,comment
Nur Kolifah,13 Juni 2021,4,Sebenernya aplikasini bagus tapi sayang bagi pengguna coint yang diperoleh dari misi menonton video terlalu sedikit jadi kurang membuat pengguna lebih antusias menggunakan aplikasi ini karena coint yang didapatkan sangat sedikit dan di batasi perhari hanya 30 menit tolong dong bisa lebih dinaikan hadiahnya...
Tolong Pulang,14 Juni 2021,4,"Sengaja dikasih bintang 4 dulu, soalnya bonus tugas undang pengguna baru saya tidak masuk, tolong kepada pihak tiktok agar memperbaiki bug dan masalah lain nya. Sekian terima kasih 😊"
Nur Azizah,7 Agustus 2021,4,Aplikasi ini bisa menghasilkan uang nyata dari tukarkan point yuk masukan referalnya F63PQPVCEPYZT biar kalian bisa menikmati pointnya ..
Javas Raditya,30 Juli 2021,4,Mengapa akun saya jarang fyp? Ini akun saya xyzbca722 Please fyp kan akun saya🗿🕶️🤏
Rizky Agung,6 Agustus 2021,4,Kenapa waktu lihat video sering ngelag padahal internet aman
RUSLI FIKRIANSYAH,20 Juni 2021,4,"Aplikasi bagus tapi pendapatan/perolehan koinnya sering bug dan gak muncul, tolonglah admin diperbaiki lagi ya sistemnya thank you. kalo sudah diperbaiki aku kasih bintang 5."
Rexti,19 Juli 2021,4,Kenapa pas kirim link tiktoknya tidak bisa di buka apakah tiktok sedang rusak?
HEWAN LUCU,12 Juli 2021,4,Durasi koin tontonnya tambahkan lagi. Biar sama sama menghasilkan
wildi senewe,24 Mei 2021,4,wah aplikasinya bagus banget
Sorin Orson,3 Agustus 2021,4,Bagus cuman ngabisin paketan.
Wida Widayanti,9 Juli 2021,4,"Tolong dong tiktok saya gak bisa ganti akun dana ,padahal belum pernah ganti. Tapi jawabannya telah melampaui batas pembaruan. Tolong dong pihak tiktok fitur ganti akun dananya di buatkan."
Saipul Hidayat,11 Juni 2021,4,Sangat bagus Tapi sayang cara narik pendapatannyaa hanya bisa lewat dana . Dan harus lengkap juga akun danannya Tolong dong akun dananya jangan dipersulit jika ingin membuat tiktok semakin ok Dan tolong tempat penarikanya jangan hanya dana sudah itu ajah yang saya mau kasih tau makasih
Muhammad Munir,9 Juni 2021,4,"Saya beri bintang empat karna ada sedikit masalah, yaitu kalau saya komen dan membuat video kenapa tidak pernah beranda ya, terimahkasih."
Ka Adin,31 Juli 2021,4,Tidak ada lagi yang dapat ku undangan aku tidak punya teman
Dewi Wardani,1 Agustus 2021,4,Kenapa gak bisa ngundang dan tarik saldo ya sama dapatkan koin
Alan Aripin,29 Juli 2021,4,Aku turunin karna tiap hari follow hilang dan yang nonton makin ngak ada tiktokkan 24 mei🙏
Shela Malinda,1 Agustus 2021,4,"kesempurnaan milik tuhan , maaf bisa kasih bintang 4"
Calon Sukses,14 Juli 2021,4,Tolong bolehkan lagi penarikan menggunakan akun bank virtual saya mohon🙏🙏🙏🙏🙏🙏
Ratih Purwasari,11 Juli 2021,4,Sangat suka aplikasi ini seru dan membuat banyak teman dari mana saja. Sayangnya aku gak bisa masukin kode padahal berharap banget 😭🙏🏼
Adly Mustafa,24 Juni 2021,4,"Maaf, saya masih pendatang baru, tapi buat saya, Tiktok pas banget buat jadi salah satu hiburan diwaktu luang, Terimakasih buat Tiktok,"
Sablenks Suly,6 Agustus 2021,4,aplikasi ini masih susah dipahami untuk mendapatkan koin/uang
Nazatan Maryam,9 Juni 2021,4,Videonya jelek tapi bohong hayu
Rafay Alfajar Makalalag,7 Juni 2021,4,Wah aplikasi ini bagus bangat aku selalu tertawa hingga sakit perut kalau kalian tidak percaya download aja pasti kalian tertawa dan senang banget
aira Qumairaa anggrainy pandju,4 Juni 2021,4,Aplikasinya jelek? Tapi bohong
kykyChan_087 kyky,28 Juni 2021,4,Assalamualaikum..admin tiktok aku mohon kembalikan aku aku lagi beri lagi kesempatan.. apa salah aku cuma gara gara upload foto meninggal om aku. padahal cuma mau buat momen terakhir please kasih kesempatan lagi admin tiktok kembalikan akun aku😢😢
Anila SR,23 Juli 2021,4,"video livenya gak bisa disimpan di beranda tiktok, upgrade biar bisa kesimpen diberanda dong"
Kode undangan GBDPPMNGMPYTG,4 Juli 2021,4,Keren banget aplikasinya sangat bagus bisa menghasilakan uang dan sangat menghibur dengan videonya ...
Ridwan,31 Juli 2021,4,"Daftar tugas harian tidak muncul lagi, koin tidak bertambah"
Khaeruddin Zuhri,24 Mei 2021,4,"Alhamdulillah aplikasi ini membuat saya mengenal sesuatu yang baru. Tentunya jika sesuatu digunakan untuk hal-hal yang baik, dia akan berdampak baik pula. Dan begitu sebaliknya. Teruslah membuat sesuatu yang menarik, lebih-lebih yang berbau edukasi"
Dimas Hausaja,9 Juli 2021,1,Gua sebagai penguna lama kecewa karna dah gak bisa ikut event tau gak bisa dapet duit hasil menonton jadi aku kasih bintang satu aja karna mengecewakan
Emilda01,8 Juli 2021,4,Aku kasih 3 saja dulu soalnya Aku Pernah punya Akun tiktok yang pertama dan di Blokir Permanen sepihak Saya cuma duet Dan berikan Edukasi Tentang Ketelanjangan dan pornografi yang selalu lewat Di Beranda dan Tidak Pantas di Pertontonkan
Nia Yusniati,12 Juni 2021,4,"Kok ditiktok saya gak ada point klik untuk tonton ya,cuma ada undang teman aja, tolong perbaikin dong please, sayang cuma nonton doang tapi pointnya gak ada😭😭"
Made Isma,3 Juni 2021,4,"Aplikasi apakah ini??????????????????????????????????? Kok saya bingung pakainya Di aplikasi ini aku lihat orang"" joget dengan lagu jedag jedug😂😂"
Satria Tayo,12 Juli 2021,4,"Bisa dapat informasi, berita, yang viral ,dll pokonya seru, kamu juga bisa memposting video loh"
ale ale,26 Mei 2021,4,"pihak tiktok tolong beri kebijakan dong... kami para pengguna tiktok, sedang berusaha menarik point yang kami kumpulkan, namun gagal menarik.. tolong tanggapi komentar komentar kami di pusat bantuan aplikasi tiktok."
saiman free,15 Juli 2021,4,Hp baru emil baru tapi tidak bisa untuk dapatkan koin berulang kali saya riset ganti email tapi itu sama saja payah
::F9RXADR6VXYSL ::,22 Mei 2021,4,"Coba aja siapa tau aplikasi ini membayar, yang ingin point tambahan gunakan kode undang di nama saya diatas biar oke bonusnya"
Kurnie 06,30 Mei 2021,4,Wes mantap pokoknya lanjut...
Bro DBoss,15 Juni 2021,4,"Great aplikasi, tapi misi menonton harian saya tidak muncul. Bagaiman saya bisa mengikuti misinya? Tolong dibantu, terima kasih."
zeeya,5 Agustus 2021,4,"bagus, tapi kenapa saya kasih bintang 4 karena kadang suka ngelag"
LOVE STAR CAKE,12 Juli 2021,4,tiktok aplikasi yang bagus dapat menghibur kita sekian😘😘
Andry Bayu,29 Juli 2021,4,"Masih dipantau, hadiahnya gak kaya dulu... kadang error"
any bilytiy,1 Agustus 2021,4,Kalian cepat uninstall aplikasi ini soalnya tiktok mau dihack sama anonymous
Danny Musdany,30 Mei 2021,4,Halo tiktok saya baru saja menyelesaikan event mengundang pengguna baru tetapi kenapa hadiah yang saya dapat tidak bisa ditarik selalu penarikan gagal mohon dibantu saya sudah mengirimkan umpan balik di aplikasi tiktok tetapi tidak ada tanggapan di aplikasinya mohon dibantu terima kasih
PRIY ADIP CHANNEL,5 Juli 2021,4,"Aplikasinya sangat bagus,,,,, Cuman sayang video yang saya buat gak masuk ke beranda tiktok fyp,,,,,,,,,, Tolong dong kepada pihak tiktok supaya video di akun sugengrawuh54 supaya masuk kedalam beranda tiktok fyp,,,,,,,,,,,,, Nanti saya tambahkan bintang nya kalo video buatan saya sudah fyp,,,,,,,..."
Johanes Eddy,20 Juli 2021,4,"Untuk lambang koinnya selalu hilang, tolong diperbaiki"
Echa Fitriyani,1 Agustus 2021,4,Biasa tiap nonton Video dpt point sekarang gak ah kecewa .aku kasih 4 bintang aja
Desi Ded,16 Juni 2021,4,Saya suka aplikasi ini banyak eventnya terutama undang teman saya suka tapi saya sudah undang teman baru tetapi teman saya gak bisa memasukan kode undangan saya padahal baru download mohon diperbanyak lagi eventnya makasih.
akane_san,29 Juli 2021,4,"aplikasi bagus tapi, jangan ada shadow banned please 🥺, sudah itu aja😘"
Her Yani,16 Juli 2021,4,Kenapa oh kenapa logo koinnya susah banget munculnya kenapa please tell me bagaimana caranya untuk koin selalu muncul 🥺🥺🙏
Aku no Hoky,27 Mei 2021,4,Aplikasinya bagus kalo menoton di bayar tapi kenapa semakin lama semakin menurun pendapatan poinnya lama lama kalo bgitu terus yang baru install aplikasi ini bisa bisa uninstall aplikasi ini tolong kebijakan dari tiktok kenapa poin yang kita dapat semakin lama semakin menurun
Novalia Putri,19 Juli 2021,4,BAGUS BANGET...
QH 08,5 Agustus 2021,4,Kenapa fitur dapet point jika nonton video sudah tidak ada ya
Animasi Channel,26 Mei 2021,4,Alhamdulillah aplikasi ini bisa membantu saya untuk mendapatkan saldo gratis tetapi saya kecewa dengan aplikasi ini tidak sesuai dengan kenyataan katanya invite 10 teman dapet bonus 300k tapi nyatanya tidak dapet saya kecewa banget dengan aplikasi ini
ALI IMRON,5 Juli 2021,4,"Saya suka banget aplikasi ini tapi, sering kali disini itu banyak video yang tidak seharusnya ditampilkan dan itu yang membuat saya agak tidak suka aplikasi ini semoga bermanfaat"
Rahma Nidar,10 Juni 2021,4,Kasih bintang 4 dulu Karena pointku malah berkurang tiap harinya. Bukannya ditambah padahal aktif tiap hari... Dan banyak kode undangan GX bisa masuk ..
Jaya aditia Riski Pratama,6 Agustus 2021,4,Punyaku kok gak ada misi lihat Video 30 menit sih?
Nur Nurianti,23 Mei 2021,4,Gunakan Rujukan F 9 K V 6 H L 9 X Y Y Q untuk dapatkan hadiah
Dona Doni,23 Juni 2021,4,Untuk tiktok kalo mau naik lagi aplikasinya tolong diperbaiki masalah yang ada seperti penarikan juga undangan terus satu lagi masalah misi nonton yang jadi seperti lite mending misi nontonnya seperti kemaren bukan yang lite jadi banyak orang yang kembali menggunakan tiktok
LOVINA PUTRI GINTING,14 Juli 2021,4,Bagus sih tapi saya bingung kan mau masukin kode ke hp teman eh kok kode saya dibilang penipuan ya? Ini gimana ya?
natalia 11,15 Juli 2021,4,kirain bohongan eh ternyata terbukti membayar buruan masukan referall 👉GBZC9R9XMXYWY👈 Akan mendapatkan 100.000 point
Eny Yulia,25 Juli 2021,4,Seru Buat hiburan buat tambah pengetahuan juga... Karna ada video tetang pengetahuan juga
Richy Ridayanti,10 Juli 2021,4,Agak kesel sama aplikasi tiktok .. Dulu penghasilan 1 hari bisa 7 ribuan ..setiap hari selalu ada pengurangan hingga sekarang 1 harinya cuma dapat seribuan bahkan 5 ratusan ..ngabisin kuota hampir 1 gb an nonton tiktoknya .. Tolong dong kalo gak niat kasih uangnya mending tidak usah kasih koin
Gake Petir,30 Mei 2021,4,Suka banget pokonya dengan aplikasi yang satu ini
BGM• DTW,4 Agustus 2021,4,aplikasi yang bisa membantu ketika nol rupiah
GAMER NUBPLAYER,11 Juni 2021,4,"Mohon kebijaksanaannya, saya sudah berkali kali mencoba untuk memasukkan kode rujukan dan selalu tidak bisa ""tidak lulus konten penipuan"" padahal saya pengguna baru"
Saruli Hutabarat,8 Agustus 2021,4,Tolong kurangi iklan biar kasih bintang 5
Evah Mad,11 Juni 2021,4,Ada kan event lagi dong. Biar member pada semangat. Cari kerja susah. Apa lagi di jaman pandemi seperti sekarang ini.. tiktok go terus.. jangan sampai tenggelam
IBEast90,18 Juli 2021,4,Akun tiktok saya tidak bisa siaran langsung di pc/mac karena fitur siaran di pc/mac tidak tersedia. mohon diperbaiki. Terima kasih.
Kupat Tahu,6 Juni 2021,4,"aplikasi nya memang bagus tapi kenapa kok saya nonton video 30 menit cuman dapat 7000 koin doang beda sama temen"" aku yang nonton 30 menit dapet 250000 koin mohon pemberitahuan nya dan pengertiannya ya semoga di jawab😊 terimakasih"
Nurlella Sari,14 Juli 2021,4,Kenapa sekarang tidak dapat koin menonton video ?
Syafira Daffa,24 Juli 2021,4,bagus menemani masa gabut selama pandemi dirumah
aca 111,27 Juli 2021,4,Ke ganggu banget sama kotak kado itu sudah dipencet silang malah kepencet gitu
Hilda Cantik,6 Agustus 2021,4,"Masukin kode nya susah banget, terus pointnya kembali ke kado hmmm.. kalo sudah normal kaya dulu lagi kasih bintang 5"
Al Husen,29 Juli 2021,4,Gunakan kode ini untuk dapat duit 10.000 GBPEEBLXNPYT8
Herlian Pratama,16 Juli 2021,4,Aplikasi jelek banget tapi bohong aplikasi bagus banget
Andini Manis,29 Juni 2021,4,Aku suka banget sama aplikasi ini kalian hraus install ya dan aplikasi ini juga bisa loh jadi hiburan buat kalian yang lagi gak move on atau sedih nah disini ada ayo buruan download
Cindy Felicia,1 Juli 2021,4,"Ok lah dapat lumayan Tapi, kok gak jalan"" Menitnya sudah ditonton lama malah gak jalan? Lagi error kah? Atau ada masalah aplikasinya"
Devi Marlina,18 Juli 2021,4,Kenapa saya tidak bisa masukin kode ? Katanya error
Igasiana Rosi,3 Juni 2021,4,Assalamualaikum kenapa tiktok saya tidak bisa mengirim pesan kepada pengikut saya ya? Saya sudah ikuti dia balik tapi tetap tidak bisa mengirim pesan sementara tiktok saudara saya ada itu kenapa ya?
Sendy Arya,8 Juni 2021,4,"Sudah bagus sih bisa ngehasilin uang cuma nonton video doang, tapi saya punya masalah yaitu tidak ada kolom untuk memasukkan kode TikToknya,, Mohon di perbaiki bug nya Yaa🙏🙏"
Warung Jagal,30 Mei 2021,4,"kenapa setiap kali melakukan penarikan selalu gagal. tolong dong, aku kasih bintang 4 dulu, kalo sudah berhasil melakukan penarikan akan aku kasih full bintang"
Rndra Kids,24 Juli 2021,4,Bagus sih kenapa saya nonton Video gak dapet point lagi kenapa yah
Dino Haganta Ginting,3 Juni 2021,4,Semua sih keren tapi Tiktok Kok sepi Mulu capek ngedit video tolong kenapa
Sigit Pujiati,4 Juni 2021,4,"Halo tiktok, kenapa saya tidak bisa perbarui tiktok saya ke versi terbaru? Selalu ""menginstal..."" terus. padahal saya sudah menghapus chace dan memori masih kosong, koneksi juga 4G dan stabil. Why tiktok?"
Rudy Pgb,2 Juli 2021,4,"Bisa gak ya perbandingan koinnya jangan terlalu jauh ke rupiah, biar lebih cepat dapetin rupiahnya. Jadi saya kasih bintang 4 dulu ya, makasih 🙏🙂"
Seorang Wibu,27 Juli 2021,4,Bang saya mau tanya kenapa sekarang enggak ada duitnya😤
Aris Munandar,18 Juli 2021,4,Cukup asik.. tapi koinnya tolong biar dapet duit yang nonton
KOCAG CHANNEL,7 Agustus 2021,4,Cara ngebales komentar orang walau kita bukan creatornya gimana dah🗿 sudah aku upgrade tetep gak bisa
BAYU GAMING 020,18 Juni 2021,1,aplikasi jelek
Dina Subekti,#############,5,aplikasi bagus
Ahmad Nasrul,#############,5,Bagus
Lia Aulia Hayu Cahyani,14 Oktober 2019,5,Suka
Evos ʀɪꜰᴋɪ,7 Januari 2021,1,Aplikasi jelek
Dian Saputra,31 Maret 2020,5,mantap
Deny Perdana,28 Juli 2020,5,Kreaktif dan menghibur
Damar Ajhaa,#############,5,Bagus😍
Dhany Rains,#############,5,Mantap
Aliya Official,#############,5,Hmm Bagus aplikasinya tiktok Good Joob
Dodoy Artha,16 Juni 2018,5,Suka
Asep Ase,6 Mei 2020,5,Mantap pokonya
Pengguna Google,8 Maret 2019,5,Terimakasih
Indra Hermawan,#############,5,Aku suka tiktok bagus
Monita Oktavia,30 Juli 2020,5,Bagus Banget
Nisa Caca,#############,5,Bagus banget
Galang Tukan,#############,5,Aplikasi yang bagus banget
artis gondang ipung akila,22 Mei 2018,5,Ok
Pengguna Google,21 Oktober 2018,5,SAYA suka Beautiful Place
Yang Muliya,21 Juli 2019,5,Bagus
Aldi Fams,7 Mei 2018,5,Saya suka aplikasi ini
Wisnu Anjar,3 Januari 2021,5,Suka
Widya Wati,26 Januari 2019,5,seru banget ya walaupun cuma lihat2 doang
Zalfa Alya,6 Januari 2021,5,Bagus aplikasinya💗
Hani Fathiah,#############,5,terbaik
Ema Yanti,17 Oktober 2020,5,Good
Pengguna Google,#############,5,Wah videonya jadi bagus
MADIN 17,#############,1,buruk
Dian Sari,#############,5,terbaik
NOBAR Muncul,#############,5,Mantap dan menghibur
Cindy Angelina,4 April 2020,5,Bagus banget
Ichwan Aziizil,2 Juli 2019,5,"aplikasinya bagus, tapi bikin anak dibawah umur jadi goblok, tolong filter umurnya diperbagus, jangan rusak generasi bangsa dengan ini, banyak anak dibawah umur yang ngebet tenar dan bikin ilfeel, bangsat"
Ing Wibisono,#############,5,Wow bagus bagus banget
Elfiantara Baskara,31 Mei 2018,2,harus pakai email
Triyono Triyono,17 Januari 2021,5,menghibur
AHMAD ADITYA,#############,5,Terima kasih
FM Chanell,#############,5,Sangat menarik
frost zikri,#############,5,Saya kelak menjadi salah seorang dari rumah dan apartemen yang mirip Dengan yang like to show the world of fitnes
Rio Febrianda,5 Juli 2020,1,Konyol
Pengguna Google,9 Agustus 2019,5,rekomendasi banget
Delpa tala Delpa tala,14 April 2020,5,Aku suka
