Nama,Tanggal,comment,Label
Bagas Tri,12 Juni 2019,aplikasi bagus kok tapi aku belom download,Positif
Mama Warti,13 April 2018,Bagus banget,Positif
vivi bin imron,19 November 2020,Hiburan tanpa batas👍,Positif
yuniar Maghfirani,13 Desember 2020,Apa lagi jelek banget?????tapi bohong aplikasi bagus banget,Positif
Nurul Hidayah,20 Oktober 2020,Bagus,Positif
Aris,7 Juli 2019,tolong diteliti lagi tiktok yang berbau porno,Negatif
Nadhifa Aulia,8 Oktober 2020,"menghibur banget sih, jadi bisa bolos daring",Positif
anggi hanna,5 November 2019,Seru dan tidak bosen,Positif
Karina Diana,9 Maret 2020,tiktok aplikasi goblok,Negatif
Iwan septiawan,14 Juli 2019,The best banget lah,Positif
salis solikhatun khalimah,21 Juli 2020,Saya suka,Positif
Mamat DJ,24 November 2020,Sumpah jelek banget,Negatif
Pengguna Google,13 Desember 2017,Aplikasi yang sangat bagus,Positif
Pengguna Google,23 Februari 2018,Terbaik,Positif
Azam Putra,4 November 2020,TikTok Bagus,Positif
Diego 123,28 Maret 2020,Karena bagus,Positif
Pengguna Google,2 Maret 2018,Bagus banget yang enggak download pasti nyesel,Positif
Salzha Zhlnty,7 September 2020,Sangat menarik,Positif
Anak Kampung,2 Januari 2020,keren,Positif
Pengguna Google,15 Mei 2018,Bikin otak fresh,Positif
Rachman Channel,3 Januar 2021,biasa aja,Negatif
siti royanti,8 November 2020,Bagus Banget😂,Positif
krispianus Dakosta,24 Agustus 2020,Keren😍,Positif
Ade Mulia,19 Juni 2020,Aku suka banget,Positif
Sri Retno,16 November 2019,Ok,Positif
Pengguna Google,2 November 2018,Sukak sekali,Positif
Fedri Adrian,8 Desember 2020,aplikasi menyesatkan,Negatif
Jeni Blink,29 November 2021,Woy tiktok!! Saya sudah 5x lebih post tapi tetap tidak bisa !!😡😡😡 keluar terus dari aplikasi!! Tolong diperbaiki,Negatif
Leo Agung Leokingjava,21 Februari 2020,Sip,Positif
Zaccheo,12 Desember 2021,jelek,Negatif
Ryka Badriya,2 Agustus 2020,Makasih buat tiktok,Positif
Selindion,1 Mei 2020,Yes,Positif
Abdul Rojak,7 November 2019,Senang,Positif
Zulkifli Yahya,31 Agustus 2020,Mantap,Positif
Jelita Clara,31 Mei 2020,Bagus,Positif
Hanysa Fauzy,16 September 2020,Bagus😍✌,Positif
Palam Pilu,21 Februari 2020,Ok Ok,Positif
arkan wiratama,12 Desember 2019,Bagus,Positif
Dhaffa Nathan,5 Desember 2021,"lag terus, gimana sih mau daftar juga tidak masuk"" gimana sih padahal jaringan stabill",Negatif
ianggra 31101994,2 April 2018,good,Positif
Yudhisttira Yudhis,7 Juni 2020,Menarik dan menyenangkan,Positif
Pengguna Google,3 Mei 2018,Seru.... Banget,Positif
eka rose,30 September 2020,tiktok itu bagus sekali,Positif
Al-ishlah yayasan pendidikan,5 Maret 2020,Ok,Positif
Pengguna Google,29 Juni 2018,tiktok,Positif
Rahayu Rara,1 November 2020,B aja,Positif
Arya Sheva Bagaskara,3 Juni 2019,Bagus,Positif
nur Aksa,6 November 2019,Mantap,Positif
SALSABILA Lala,17 Mei 2019,mengasyikan bermain tiktok jadi betah,Positif
Pengguna Google,5 Juli 2018,"kenapa harus di blokir?aplikasi kan gak salah yang salah itu pengguna kalok penggu bisa bijak pakai aplikasi mah bakalan baik2 aja,semua itu balik lagi sama pengguna masing2",Positif
Sri Sulyani,16 Agustus 2020,I like it,Positif
Pengguna Google,11 Juli 2018,kamera ko blur,Positif
MUSA Ali,20 Desember 2020,Aplikasi ya bagus banget aku suka,Positif
Pengguna Google,18 Desember 2017,Suka sekali,Positif
deolova purba,27 Oktober 2020,Saya senang,Positif
Nuri Hernalisa,30 Juli 2020,Bagus baget,Positif
Nazmi nadif chanel,4 Desember 2020,Bagus,Positif
Shinta Maya Sari,10 Maret 2020,Bagus keren good 👍,Positif
Riis Wanto,3 Juni 2021,aplikasi mulai error,Negatif
Satrio Wijatmiko,22 Oktober 2021,Aplikasi Rasis,Negatif
Amalia Nurul,11 Juni 2021,Goblok,Negatif
Wawan Celle,14 Agustus 2021,error terus,Negatif
Tri Antono,Tri Antono,Busuk,Negatif
Gamers K B,15 Desember 2019,NICE,Positif
Nuril Hidayat,25 Juni 2021,tidak asik,Negatif
Idi Unsu,15 Desember 2020,Aku senang banget dengan aplikasi ini follow akun aku yang baru nama fani22062007,Positif
Andika Pratama,16 Oktober 2020,Bagus,Positif
Lenna Silaban,16 Juni 2020,Sangat baik,Positif
Vijae alora,18 Juli 2021,ok,Positif
Siti Nur Wahdaniyah,24 April 2018,Tiktok yang terbaik,Positif
Wizdhan Mufadzhal,4 Oktober 2020,lumayan bang tiktok ,Positif
Yandi Nugraha,23 Desember 2019,Bagus,Positif
Fajar Maualana,25 Desember 2020,Bagus,Positif
Roi Nurzaifudin,19 Mei 2021,Ga mutu,Negatif
Indirahma Arista,22 Mei 2021,"Maaf ya tiktok aku kasih bintang 2 dulu,kalo sudah ada fitur dislike&voice note di coment  baru aku kasih bintang 5, bintang100000 aja ",Negatif
Huaĺa remkkk,14 Juli 2020,Anjing,Negatif
Ana Ana,18 Oktober 2019,Bagus,Positif
Pengguna Google,10 Maret 2018,Suka,Positif
Yani Yani,8 Desember 2020,Tiktok keren,Positif
Felix Ananda,27 Agustus 2020,Good aplikasi,Positif
Finsa septia Putri,10 September 2020,Bagus banget,Positif
Dini desni Dinanti,18 Desember 2020,Bagus,Positif
Serly Sandika,10 November 2020,aplikasi ini sangat memuaskan,Positif
kiki nazwa nurhafiza,6 Agustus 2020,Ok banget,Positif
tiktok viral,9 Juli 2021,biasa aja,Negatif
Pengguna Google,5 November 2018,Sip,Positif
fitri setiawati,9 November 2019,Bagus,Positif
Mayang Amida,17 November 2020,Bagus banget komplit,Positif
Corryna Alibasyah,15 Desember 2020,Keren..,Positif
Ani Zidan,2 Januari 2020,Bagus,Positif
Dodi Prastiawan,14 Oktober 2019,terbaik,Positif
Abinaya Rafa,17 Maret 2021,aplikasi pembawa dosa,Negatif
Fadel Mubarak,20 September 2020,aplikasi ini sangat bagus aplikasi ini bisa menghibur kita Semoga kalian install ya....,Positif
Sarah Putri Angelina,30 September 2020,Sangat bagus,Positif
Turmudzi Aa,21 Mei 2018,Bagus aplikasi ya,Positif
Inengah adi wiguna,4 Juli 2019,aku suka,Positif
Fauzan gemer,19 Juli 2019,siap,Positif
I nyoman Jelantik,12 September 2020,Bagus banget.....bisa menghiburr🏁😃😃,Positif
Sampah Masayrakat,15 Desember 2019,tidak menarik,Negatif
Isna Wati,2 Maret 2020,"Menyenangkan, pokok bikin happy😍😘😘😁",Positif
Kang Kudas,11 Juli 2020,Bak video yang lucu lucu so aku suka sama aplikasi,Positif
Diah Marsya,20 Februari 2020,seru banget,Positif
UNIQUE,17 Juli 2020,Semakin keren dengan segala kreasi2 anak bangsa,Positif
Pengguna Google,17 November 2018,tiktok ini sangat bagus sekali 1000%,Positif
Eka Cahyadi,31 Mei 2018,Saya suka sekali,Positif
Moza Febrita,6 November 2020,Bagus,Positif
Azka Dina,14 Agustus 2020,aplikasi bagus,Positif
Udin Nicolai,11 April 2020,Aku suka,Positif
Zainal Takim,25 April 2020,"Bagus, bagus, dan bagus",Positif
Niketutdewik Arthaningsih,12 Juli 2020,Sangat menyenangkan,Positif
Naufal Al syakib,25 Oktober 2020,Tiktok ini sangat bagus Awal saya kasih bintang 2 tapi beberapa bulan kemudian saya sudah tertarik dengan tiktok ini makasih ya sebelum ,Positif
Pengguna Google,3 Mei 2018,jelek banget,Negatif
alif utama sasongko,4 Juni 2018,aplikasi tolol,Negatif
Pengguna Google,6 Agustus 2018,tiktok kok di blokir,Positif
Salsabila Azzahra,27 Juni 2020,Sangat bagus,Positif
Alby Tsanialfachri,7 Oktober 2020,Seru baget,Positif
Ik1 gaming,1 Juni 2019,mantap kali,Positif
Pengguna Google,25 Mei 2020,Kenapa suka keluar sendiri,Negatif
Maria77 Mt,16 Desember 2019,Mantap menghibur,Positif
gonzales hilton,4 Agustus 2020,Sangat bagus,Positif
Pengguna Google,17 Juli 2018,Aplikasi yang keren,Positif
Pengguna Google,6 Oktober 2018,Good,Positif
FF. FATT,2 Januari 2021,aplikasi  jelek tapi bohong,Positif
agitha channel,9 September 2020,"Hai my name i's Sabrina anatasya for Indonesia oke,jadi aku  suka banget tiktok ini karena aku selalu bikin konten tiktok  follow tiktok nama agitha and asyifaku ya oke godd bye asalamualaikum",Positif
Valentino Nio,3 Mei 2020,Seneng banget sama aplikasi tiktok jadi hiburan keluarga😇,Positif
Pengguna Google,10 Juni 2018,Lucu banget,Positif
Mega Baby,7 November 2019,Jelek,Negatif
Muhammad If Ra,26 Juli 2020,Dear TikTok.saya muhammad rhobit memberikan bintang lima kepada aplikasi ini semoga anda bisa terus membuat saya man dan senang bermain aplikasi ini. Terimakasih😍,Positif
Pengguna Google,16 Juli 2019,"keajaiban tiktok,, ""hati sedih jadi bahagia "" "" dapat pacar baru"" ""jadi selingkuhan 🤣"" "" bak teman "" "" tambah kreatif "" "" bak orang gila baru",Positif
anisa Chanel,31 Mei 2020,Aplikasi bagus banget,Positif
Pengguna Google,5 Maret 2019,luar biasa,Positif
dila sri,21 Januari 2021,Jelek banget,Negatif
AFGAN_GAMER INDO,18 November 2018,Saya senang karena ada tiktok Buat mengibur semua,Positif
Farah nella Oristya fanni,29 Mei 2020,aplikasi ini sangat bagus dan dapat menghibur semua,Positif
Pengguna Google,23 Juni 2018,Assalamuallaikum saya suka dengan aplikasi tiktok ini.,Positif
My Oficial Youtube,13 Desember 2018,Aku suka sekali,Positif
Qisdah Chanel,23 Juli 2020,The Best😍,Positif
Nabila Dinda,13 Mei 2018,Sangat menghibur,Positif
Carin,8 Juli 2020,Bagus banget,Positif
Dilah Dafin Dafin,19 Januari 2018,Keren,Positif
Recka Azhari,21 Desember 2021,"Di tiktok shop saya tidak bisa buka keranjang kuning, jadi tidak bisa milih"" barang yang ingin dibeli, itu kenapa ya ? Minta tolong di cek Terimakasih",Negatif
bandung berniaga,18 Juni 2020,tiktok asik banget loh,Positif
Amira Ira,7 Maret 2020,Bagus,Positif
Vito Jaya,19 September 2020,Mantap,Positif
Valen Tino,12 Maret 2018,Seru tiktok,Positif
Pengguna Google,24 Maret 2019,aku sangat suka dengan tiktok,Positif
Paijo Paijo,24 Desember 2020,Mantap bila dapat bintang ini,Positif
Nadia permata,9 April 2020,Oke,Positif
RONNY NATION,26 Juni 2020,sangat bagus,Positif
dedi.hairani Hairani,6 Januari 2019,aplikasi tiktok sangat bagus...seru  pokok.. tidak membosankan,Positif
Gugun Gunawan,17 Mei 2020,Tiktok bagus banget☺,Positif
Pengguna Google,9 Mei 2018,Aku suka dengan tiktok,Positif
Iqram 2005,28 April 2020,Bagus,Positif
jeon jihan,21 April 2019,terta tiktok memberi saya inspirasi bagus tiktok,Positif
Turok Mato,8 Juli 2019,kalian harus download bagi yang belum pasti nyesel,Positif
arab pulsa,7 Mei 2020,sangat bagus,Positif
Sausan NK,19 Desember 2021,Aku sudah 19 tahun tapi video aku disuruh hapus gara - gara belum memenuhi syarat wtf,Negatif
Nazier Putra,12 Desember 2020,Nice aplikasi,Positif
Pengguna Google,7 Juni 2018,pokok bagus,Positif
Yusril Arfan,14 Desember 2021,Tolong perbaiki troli belanja. Tidak bisa terbuka dan selalu memuat...,Negatif
Kama ruddin,11 Januari 2021,Mantap,Positif
Asyifa Libralia,1 November 2020,Anak tiktokk check,Positif
armin freder,9 September 2018,Puas,Positif
Gass Famzz,19 Maret 2020,Keren,Positif
Yoni Puspalingga,17 Maret 2020,sangat bagus,Positif
Ahmad Yahya,16 April 2020,Saya suka aplikasi ini👍,Positif
Eka Lufia,18 Desember 2020,Good🖤,Positif
Anang Sandi,26 Desember 2019,Keren,Positif
Alfino Azriel,18 Desember 2021,Aku pencet malah akun ku hilang tolong di perbaiki yah,Negatif
Sifa Hafiza,1 Desember 2021,Saya kasih bintang 2 karena saya tidak suka banget sama tiktok,Negatif
Malika Febrianti,27 Oktober 2019,Good,Positif
Mazaya Ayi,8 November 2021,Aplikasi jelek,Negatif
Fahkrul Rozi,22 Desember 2019,tiktok 👍,Positif
siskah 305,12 Oktober 2019,Tiktok teman saya yang selalu ada untuk saya ketika bosan saya juga sudah mempui followers yang cukup bak terimakasih tiktok,Positif
Afiat Ashari,13 Mei 2018,Aku suka banget,Positif
Alvian Burhan,2 November 2021,Aplikasi Jelek,Negatif
Pengguna Google,3 Juli 2018,Bagus sekali,Positif
Pengguna Google,26 Mei 2018,Game yang enak banget,Positif
Wulandari Marsya,28 Agustus 2019,Saya sangat suka,Positif
conan defi,11 Desember 2021,tolong benerin TikTok  dong aku mau buat video,Negatif
Pengguna Google,28 September 2018,Transisi sama slow motion aku jadi keren 👌👌🤘🤘😇,Positif
Yully Veronica,15 September 2020,Mendapatkan sesuatu yang Baru jadi hiburan di jam kosong,Positif
Dewi penyebrangan tabanggele Yanti,4 Juli 2020,Mantap,Positif
Emmank Emmank,14 Juni 2020,aplikasi ya bagus banget,Positif
amudin pancenoye,1 September 2019,Aplikasi ini bagus sekali,Positif
Ambar Wati,13 April 2019,tiktok  bagus sampai aku kasih bintang 5,Positif
HACKER Berbahaya,23 Juni 2020,Berkerja,Positif
Muh Taufiq,28 April 2019,bagus banget ya,Positif
jesita damanik,12 September 2018,Iya,Positif
Ari Wahyudi,1 September 2019,sangat bagus,Positif
Sefti Febrianti,21 Mei 2020,Spektakuler,Positif
Pengguna Google,11 Desember 2021,Bak kemaksiatan (tapi tergantung pengguna),Negatif
stori wa,21 Juli 2020,tolol,Negatif
Nacha Aja,6 Oktober 2020,Saya kasih bintang 5 kalau tidak bagus tidak akan saya kasih lagi bintang 5,Positif
Fitriani Amandari,10 September 2020,aplikasi  bagus bnget,Positif
Doyan Kuliner,16 Oktober 2021,Aplikasi buruk sekali menghabiskan kouta saya,Negatif
Muhammad Izzu,10 Juli 2020,Seru banget tiktok  bikin happy😄😄,Positif
harem rahat,5 Desember 2019,Bagus,Positif
azril safrili,14 November 2021,tiktok tidak jelas,Negatif
Khanaya Salshabilla,16 November 2020,"Suka, ada hiburan. Ada pengetahuan dan ada bak hal baru yang aku lihat di aplikasi ini😇",Positif
Winda Winda,11 Januari 2021,Jangan Ada Yang download Aplikasi Ini Aplikasi Ini jelek banget tapi bohong,Positif
Airlangga Arya,20 November 2021,Isi makhluk yang lebih bodoh daripada monyet,Negatif
min haj,7 Agustus 2020,Bagus. Sekali,Positif
jeenie,13 Januari 2021,Tidak bagus,Negatif
Adam Putra Syahranu,8 Desember 2021,"Akhir akhir ini kenapa tiktok sangat lemot sekali, kondisi sil bagus dan sudah update, saat play video lag",Negatif
Michelle Adi,19 Maret 2020,Saya senang karena dapat melihat video video keren,Positif
Pengguna Google,6 Juli 2018,Aplikasi ini bagus,Positif
Justiani Juan,25 November 2020,saya suka aplikasi ini,Positif
Wendy,31 Oktober 2020,aplikasi Ya bagus😍😜,Positif
Zulfa fawwazcraft Zulfa,15 November 2020,"Saya Zulfa anggraini memberikan bintang lima ke aplikasi ini, semoga saya man, senang, bermanfaat buat saya saat menggunakan aplikasi ini. Terimkasih",Positif
Anto Indramayu,26 April 2018,Saya senang sekali,Positif
Aan Tlajung,10 April 2020,Iove,Positif
Khulatul Lutfiyah,18 September 2020,Aku sudah tahu kalau aku sudah suka dengan tiktok,Positif
Nurul Nurizki,22 Desember 2021,lag terus aplikasi  tidak bisa di buka,Negatif
Pengguna Google,21 Maret 2018,nice,Positif
Andi rini A.syahrini,23 September 2020,Assalamu'alaikum nama saya andi rini aku kasi bintang lima karna aku suka tiktok,Positif
Saka Saka,7 Agustus 2021,"Aplikasi lawak, saya baru saja lihat YouTube aplikasi penghasil uang ketemu ""tiktok"" kata legit, membayar, no scam. Ketaan  TIDAK saya baru download pakai link dan daftar suruh masukin kode dapat Rp 7000 tidak bisa2 malah di bilang penipuan kontrol, maksud  gimana saya aja main tiktok tidak pernah sama sekali, masa tidak bisa masukin kode, APLIKASI ANEH SCAM CUMA MAU BAKIN PENGGUNA DOANG TAPI DENGAN CARA NIPU, Dengan video / konten2 yang di dalam fulgar semua. TOLOL",Negatif
Anak Epep,7 Agustus 2021,aplikasi tidak jelas terkadang ada konten penipuan,Negatif
Uus Simala,7 Agustus 2021,Saldo 2jt aku selalu gagal buat di tarik.. Hp xiomi ku dah ga bisa masukin referal dan nonton video lagi ... Makin kesini makin susah ... Group penghasil uang tiktok bubar ... Mohon kembalikan seperti dulu ...,Negatif
Ensiklopedia Musik,8 Agustus 2021,"HALO , gimana pihak tiktok, masak mau penarikan saldo Tidak juga masuk dari kemarin padahal Saya lagi butuh banget, Tolong dong kejelasan, Susah payah undang orang, tapi giliran mau penarikn saldo tidak masuk2 tolong perbaiki lagi, supaya pengguna tidak kapok, Cuma nonton orang joget enggak jelas kenapa Lebih tertarik dengan hasil iming2 dari tiktok kalau masih tetep seperti ini yaaa lihat saja si enggak bakalan lama lagi aplikasi",Negatif
Lisa maiyuli8,7 Agustus 2021,"Tolong ya video giveaway atau bagi2 uang di blokir aja ,makin bak aja orang yang jadi pengemis, sama komentar dihilangkan aja biar enggak ada netizen yang jahat komen  biar enggak bikin malu sama tulisan busuk netizen, demi nama baik di Indonesia",Negatif
Ayu oktavia Ningrum,7 Agustus 2021,"kalau emang aku ada tidak tertarik sama tagar di konten orang, ya jangan dimasukin lagi. aku sudah blok orang yang pake tagar itu. tapi kenapa yang lain masuk? tiktok kenapa sih? aku tidak suka kapal itu ya jangan dimasukin lagi ke fyp.",Negatif
Ag Motor,27 Juli 2021,Aplikasi buruk sama tidakseru Apa lihat lihat sudah di bilang aplikasi  buruk sama tidak seru,Negatif
Darius Harasi,6 Agustus 2021,"Makin lama tiktok makin kayak sampah, apaan masukin kode tidak bisa, gagal mulu, keluar penipuan mulu, emang nipu darimana Malah sekarang masukin kode tidak bisa hilang Kan lumayan uang 7000 buat nambah",Negatif
Muhammad Rizki,18 Juli 2021,"Bismillah.. Jangan Download aplikasi ini.., jika kamu tidak bisa mengontrol dirimu. Di aplikasi ini, bak konten konten negatif. Ketahuilah Setiap Raja mempui larangan, dan larangan Allah adalah, hal hal yang diharamkan . Awal awal tidak dosa, tapi lama kelamaan mendekati dosa. Tambah lama menjadi dosa jariyah",Negatif
Park Jimin,7 Agustus 2021,Hei kalau bikin aplikasi yang bener ini enggak. Kalian  ya dari pihak tiktok seharus harus Lebih memuaskan para pelanggan kalian kalian  juga harus selalu berpartisipasi supaya kalian terus maju. Coba lihat likee mereka selalu saja meningkatkan terus aplikasi mereka supaya para tamu para tamu di laci itu menjadi lebih man Kalian juga harus tingkatkan juga dong supaya para tamu juga man dengan aplikasi tiktok ha ini saja wassalamualaikum warahmatullahi wabaraka bye see you,Negatif
Eita Xaviera,15 Juli 2021,"Tiktok kenapa? Hadiah undang teman kenapa ""tidak dapat memproses""? Juga, kenapa misi menonton video saya hilang? Kenapa cuma ada misi undang teman? Dipikir saya mudahkah cari pengguna baru? Susah buat orang yang tidak terkenal kaya saya . Misi nonton video balikin lah, dikit"" juga lumayan walaupun cuman 7000 point sehari",Negatif
TIS YANA,7 Agustus 2021,"Maaf admin yang terhormat, kenapa sekarang susah memasukan kode undangan? Jangan di persulit biar pengguna tiktok semakin bak, kalah bersaing seperti SNACK VIDEO",Negatif
Dian Mardiana,5 Agustus 2021,"Nyesel banget sudah instal aplikasi ini. Cuma ngabisin kuota. Iming"" ada event undang temen tapi masukin kode aja susah error trus. Aplikasi penipu.",Negatif
nira lailatulisa,4 Agustus 2021,Please dong pulihkan akun aku Kasih aku satu kesempatan buat hapus2 video ditiktok aku.. tidak tahu kenapa akun tiba2 diblokir tidak jelas banget si aplikasi. akun ku juga digembok padahal.. pulihkan dulu baru aku kasih bintang 5 Awas aja data2 ku disalahgunakan,Negatif
Rizky Okta,7 Agustus 2021,"Untuk aplikasi ini, Saya baru beli coin 350 tapi tidak masuk coin , Untuk aplikasi Tiktok tolong perbaiki lagi untuk pembelian coin , Kami telah rugi 75k",Negatif
Dani Yati,31 Juli 2021,Bagus banget TAPI bohong aplikasi INI JELEK KARENA BAK KAUM PEREMPUAN YANG MENYEBAR AURAT YANG HARUS DITUTUP,Negatif
kurnia cwantwix,15 Juli 2021,"Dulu saya sepakat anak saya aktif di tiktok, anak bisa mengembangkan bakat dan imajinasi disini. Tapi sekarang, rasa ingin saya hapus aja aplikasi. Sama sekali tidak pantas untuk semua kalangan. Bak konten porno. sudah saya laporkan, tapi tanggapan malah ""tidak melanggar panduan komunitas kami"". Tanggapan macam apa itu.. sudah jelas2 konten yang saya laporkan itu porno semua. Harap ditinjau ulang. Saya berharap semua konten porno di banned, biar kami selaku orangtua man ketika anak2 kami bermain tiktok",Negatif
Percoken Indra,5 Agustus 2021,"Tidak jelas system panduan komunitas, kata tidak boleh upload yang berbaur kejahatan, kekerasan dan konten sexsual. Tapi bak  yang masih bak konten yang menonjolkan alat vital masih aman2 aja. kok tidak dihapus, saya yang upload video biasa2 aja di hapus dan dibanned kontol. Konsisten dong kalo bikin peraturan jangan setengah2. Payah 👎 tajam kebawah tumpul ke atas.",Negatif
HARDI ARDIANSYAH,25 Juli 2021,Admin TikTok yang SANGAT tidak kompeten saya rasa. kerjaan  nge Blokir akun akun yang dilaporin pihak tertentu dengan alasan melanggar panduan ... harus admin TikTok bisa membedakan mana konten yang melanggar mana konten yang tidak disukai karena selera orang... karna dilapangan bak sekali konten yang sama malah tidak di blokir? malah menurut saya jauh lebih fullguard ???? semoga admin tiktok BACA,Negatif
Iklas Sabar,6 Agustus 2021,"Jangan tergoda dengan bonus itu semua ha 0 besar alias bohong. Event nonton video, cek in, masukin kode undangan semua pada tidak bisa. Mereka cuman mengambil keuntungan dari kita ketika download aplikasi di playstore",Negatif
Sadam Yusron,6 Agustus 2021,"Aplikasi penipu iming iming ada event ngundang temen,, dapat hadiah,, tapi ta  pas mau ngundang,, malah ada bacaan error tidak lolos.. Tolong buat pihak playstore ditindak.",Negatif
Nissan Skyline,17 Desember 2021,Ngelapor pornografi tapi tidak mempan,Negatif
